ItemNum,Phase,Painting,Artist,Schedule,ConDir,ConName,ConCat,Block,Notes
27,Study,Images/Schwartz/Schwartz5.jpg,Schwartz,Interleaved,Images/Context/nat/Angel's_Landing.jpg,Angel's Landing,nat,5,NA
33,Study,Images/Walter/Walter1.jpg,Walter,Interleaved,Images/Context/mm/Sydney_Opera_House.jpg,Sydney Opera House,mm,5,NA
21,Study,Images/Schlorff/Schlorff4.jpg,Schlorff,Interleaved,Images/Context/mm/Boston_Common.jpg,Boston Common,mm,5,NA
27,Study,Images/Schwartz/Schwartz5.jpg,Schwartz,Interleaved,Images/Context/nat/Angel's_Landing.jpg,Angel's Landing,nat,5,NA
33,Study,Images/Walter/Walter1.jpg,Walter,Interleaved,Images/Context/mm/Sydney_Opera_House.jpg,Sydney Opera House,mm,5,NA
21,Study,Images/Schlorff/Schlorff4.jpg,Schlorff,Interleaved,Images/Context/mm/Boston_Common.jpg,Boston Common,mm,5,NA
33,Study,Images/Walter/Walter1.jpg,Walter,Interleaved,Images/Context/mm/Sydney_Opera_House.jpg,Sydney Opera House,mm,5,NA
21,Study,Images/Schlorff/Schlorff4.jpg,Schlorff,Interleaved,Images/Context/mm/Boston_Common.jpg,Boston Common,mm,5,NA
27,Study,Images/Schwartz/Schwartz5.jpg,Schwartz,Interleaved,Images/Context/nat/Angel's_Landing.jpg,Angel's Landing,nat,5,NA
21,Study,Images/Schlorff/Schlorff4.jpg,Schlorff,Interleaved,Images/Context/mm/Boston_Common.jpg,Boston Common,mm,5,NA
27,Study,Images/Schwartz/Schwartz5.jpg,Schwartz,Interleaved,Images/Context/nat/Angel's_Landing.jpg,Angel's Landing,nat,5,NA
33,Study,Images/Walter/Walter1.jpg,Walter,Interleaved,Images/Context/mm/Sydney_Opera_House.jpg,Sydney Opera House,mm,5,NA
22,Study,Images/Schlorff/Schlorff1.jpg,Schlorff,Interleaved,Images/Context/nat/Carlsbad_Caverns.jpg,Carlsbad Caverns,nat,6,NA
34,Study,Images/Walter/Walter6.jpg,Walter,Interleaved,Images/Context/mm/Epcot_Center.jpg,Epcot Center,mm,6,NA
28,Study,Images/Schwartz/Schwartz6.jpg,Schwartz,Interleaved,Images/Context/mm/Golden_Gate_Bridge.jpg,Golden Gate Bridge,mm,6,NA
34,Study,Images/Walter/Walter6.jpg,Walter,Interleaved,Images/Context/mm/Epcot_Center.jpg,Epcot Center,mm,6,NA
28,Study,Images/Schwartz/Schwartz6.jpg,Schwartz,Interleaved,Images/Context/mm/Golden_Gate_Bridge.jpg,Golden Gate Bridge,mm,6,NA
22,Study,Images/Schlorff/Schlorff1.jpg,Schlorff,Interleaved,Images/Context/nat/Carlsbad_Caverns.jpg,Carlsbad Caverns,nat,6,NA
28,Study,Images/Schwartz/Schwartz6.jpg,Schwartz,Interleaved,Images/Context/mm/Golden_Gate_Bridge.jpg,Golden Gate Bridge,mm,6,NA
34,Study,Images/Walter/Walter6.jpg,Walter,Interleaved,Images/Context/mm/Epcot_Center.jpg,Epcot Center,mm,6,NA
22,Study,Images/Schlorff/Schlorff1.jpg,Schlorff,Interleaved,Images/Context/nat/Carlsbad_Caverns.jpg,Carlsbad Caverns,nat,6,NA
28,Study,Images/Schwartz/Schwartz6.jpg,Schwartz,Interleaved,Images/Context/mm/Golden_Gate_Bridge.jpg,Golden Gate Bridge,mm,6,NA
22,Study,Images/Schlorff/Schlorff1.jpg,Schlorff,Interleaved,Images/Context/nat/Carlsbad_Caverns.jpg,Carlsbad Caverns,nat,6,NA
34,Study,Images/Walter/Walter6.jpg,Walter,Interleaved,Images/Context/mm/Epcot_Center.jpg,Epcot Center,mm,6,NA
28,Study,Images/Schwartz/Schwartz6.jpg,Schwartz,Interleaved,Images/Context/mm/Golden_Gate_Bridge.jpg,Golden Gate Bridge,mm,6,NA
34,Study,Images/Walter/Walter6.jpg,Walter,Interleaved,Images/Context/mm/Epcot_Center.jpg,Epcot Center,mm,6,NA
22,Study,Images/Schlorff/Schlorff1.jpg,Schlorff,Interleaved,Images/Context/nat/Carlsbad_Caverns.jpg,Carlsbad Caverns,nat,6,NA
8,Study,Images/McKinley/McKinley3.jpg,McKinley,Blocked,Images/Context/nat/Devil's_Tower.jpg,Devil's Tower,nat,7,NA
9,Study,Images/McKinley/McKinley2.jpg,McKinley,Blocked,Images/Context/mm/Atomium.jpg,Atomium,mm,7,NA
7,Study,Images/McKinley/McKinley4.jpg,McKinley,Blocked,Images/Context/mm/Washington_Monument.jpg,Washington Monument,mm,7,NA
8,Study,Images/McKinley/McKinley3.jpg,McKinley,Blocked,Images/Context/nat/Devil's_Tower.jpg,Devil's Tower,nat,7,NA
7,Study,Images/McKinley/McKinley4.jpg,McKinley,Blocked,Images/Context/mm/Washington_Monument.jpg,Washington Monument,mm,7,NA
9,Study,Images/McKinley/McKinley2.jpg,McKinley,Blocked,Images/Context/mm/Atomium.jpg,Atomium,mm,7,NA
7,Study,Images/McKinley/McKinley4.jpg,McKinley,Blocked,Images/Context/mm/Washington_Monument.jpg,Washington Monument,mm,7,NA
9,Study,Images/McKinley/McKinley2.jpg,McKinley,Blocked,Images/Context/mm/Atomium.jpg,Atomium,mm,7,NA
8,Study,Images/McKinley/McKinley3.jpg,McKinley,Blocked,Images/Context/nat/Devil's_Tower.jpg,Devil's Tower,nat,7,NA
9,Study,Images/McKinley/McKinley2.jpg,McKinley,Blocked,Images/Context/mm/Atomium.jpg,Atomium,mm,7,NA
8,Study,Images/McKinley/McKinley3.jpg,McKinley,Blocked,Images/Context/nat/Devil's_Tower.jpg,Devil's Tower,nat,7,NA
7,Study,Images/McKinley/McKinley4.jpg,McKinley,Blocked,Images/Context/mm/Washington_Monument.jpg,Washington Monument,mm,7,NA
9,Study,Images/McKinley/McKinley2.jpg,McKinley,Blocked,Images/Context/mm/Atomium.jpg,Atomium,mm,7,NA
7,Study,Images/McKinley/McKinley4.jpg,McKinley,Blocked,Images/Context/mm/Washington_Monument.jpg,Washington Monument,mm,7,NA
8,Study,Images/McKinley/McKinley3.jpg,McKinley,Blocked,Images/Context/nat/Devil's_Tower.jpg,Devil's Tower,nat,7,NA
10,Study,Images/McKinley/McKinley5.jpg,McKinley,Blocked,Images/Context/mm/Bellagio_Fountains.jpg,Bellagio Fountains,mm,8,NA
11,Study,Images/McKinley/McKinley1.jpg,McKinley,Blocked,Images/Context/nat/Grand_Canyon.jpg,Grand Canyon,nat,8,NA
12,Study,Images/McKinley/McKinley6.jpg,McKinley,Blocked,Images/Context/nat/Himalayas.jpg,Himalayas,nat,8,NA
11,Study,Images/McKinley/McKinley1.jpg,McKinley,Blocked,Images/Context/nat/Grand_Canyon.jpg,Grand Canyon,nat,8,NA
10,Study,Images/McKinley/McKinley5.jpg,McKinley,Blocked,Images/Context/mm/Bellagio_Fountains.jpg,Bellagio Fountains,mm,8,NA
12,Study,Images/McKinley/McKinley6.jpg,McKinley,Blocked,Images/Context/nat/Himalayas.jpg,Himalayas,nat,8,NA
10,Study,Images/McKinley/McKinley5.jpg,McKinley,Blocked,Images/Context/mm/Bellagio_Fountains.jpg,Bellagio Fountains,mm,8,NA
12,Study,Images/McKinley/McKinley6.jpg,McKinley,Blocked,Images/Context/nat/Himalayas.jpg,Himalayas,nat,8,NA
11,Study,Images/McKinley/McKinley1.jpg,McKinley,Blocked,Images/Context/nat/Grand_Canyon.jpg,Grand Canyon,nat,8,NA
12,Study,Images/McKinley/McKinley6.jpg,McKinley,Blocked,Images/Context/nat/Himalayas.jpg,Himalayas,nat,8,NA
11,Study,Images/McKinley/McKinley1.jpg,McKinley,Blocked,Images/Context/nat/Grand_Canyon.jpg,Grand Canyon,nat,8,NA
10,Study,Images/McKinley/McKinley5.jpg,McKinley,Blocked,Images/Context/mm/Bellagio_Fountains.jpg,Bellagio Fountains,mm,8,NA
12,Study,Images/McKinley/McKinley6.jpg,McKinley,Blocked,Images/Context/nat/Himalayas.jpg,Himalayas,nat,8,NA
10,Study,Images/McKinley/McKinley5.jpg,McKinley,Blocked,Images/Context/mm/Bellagio_Fountains.jpg,Bellagio Fountains,mm,8,NA
11,Study,Images/McKinley/McKinley1.jpg,McKinley,Blocked,Images/Context/nat/Grand_Canyon.jpg,Grand Canyon,nat,8,NA
23,Study,Images/Schlorff/Schlorff2.jpg,Schlorff,Interleaved,Images/Context/nat/Bryce_Canyon.jpg,Bryce Canyon,nat,9,NA
35,Study,Images/Walter/Walter2.jpg,Walter,Interleaved,Images/Context/mm/Eiffel_Tower.jpg,Eiffel Tower,mm,9,NA
29,Study,Images/Schwartz/Schwartz2.jpg,Schwartz,Interleaved,Images/Context/mm/Forbidden_City.jpg,Forbidden City,mm,9,NA
23,Study,Images/Schlorff/Schlorff2.jpg,Schlorff,Interleaved,Images/Context/nat/Bryce_Canyon.jpg,Bryce Canyon,nat,9,NA
29,Study,Images/Schwartz/Schwartz2.jpg,Schwartz,Interleaved,Images/Context/mm/Forbidden_City.jpg,Forbidden City,mm,9,NA
35,Study,Images/Walter/Walter2.jpg,Walter,Interleaved,Images/Context/mm/Eiffel_Tower.jpg,Eiffel Tower,mm,9,NA
23,Study,Images/Schlorff/Schlorff2.jpg,Schlorff,Interleaved,Images/Context/nat/Bryce_Canyon.jpg,Bryce Canyon,nat,9,NA
29,Study,Images/Schwartz/Schwartz2.jpg,Schwartz,Interleaved,Images/Context/mm/Forbidden_City.jpg,Forbidden City,mm,9,NA
35,Study,Images/Walter/Walter2.jpg,Walter,Interleaved,Images/Context/mm/Eiffel_Tower.jpg,Eiffel Tower,mm,9,NA
29,Study,Images/Schwartz/Schwartz2.jpg,Schwartz,Interleaved,Images/Context/mm/Forbidden_City.jpg,Forbidden City,mm,9,NA
35,Study,Images/Walter/Walter2.jpg,Walter,Interleaved,Images/Context/mm/Eiffel_Tower.jpg,Eiffel Tower,mm,9,NA
23,Study,Images/Schlorff/Schlorff2.jpg,Schlorff,Interleaved,Images/Context/nat/Bryce_Canyon.jpg,Bryce Canyon,nat,9,NA
29,Study,Images/Schwartz/Schwartz2.jpg,Schwartz,Interleaved,Images/Context/mm/Forbidden_City.jpg,Forbidden City,mm,9,NA
35,Study,Images/Walter/Walter2.jpg,Walter,Interleaved,Images/Context/mm/Eiffel_Tower.jpg,Eiffel Tower,mm,9,NA
23,Study,Images/Schlorff/Schlorff2.jpg,Schlorff,Interleaved,Images/Context/nat/Bryce_Canyon.jpg,Bryce Canyon,nat,9,NA
36,Study,Images/Walter/Walter5.jpg,Walter,Interleaved,Images/Context/nat/Paria_Canyon.jpg,Paria Canyon,nat,10,NA
24,Study,Images/Schlorff/Schlorff5.jpg,Schlorff,Interleaved,Images/Context/mm/Tower_of_Pisa.jpg,Tower of Pisa,mm,10,NA
30,Study,Images/Schwartz/Schwartz4.jpg,Schwartz,Interleaved,Images/Context/nat/Lake_Tahoe.jpg,Lake Tahoe,nat,10,NA
36,Study,Images/Walter/Walter5.jpg,Walter,Interleaved,Images/Context/nat/Paria_Canyon.jpg,Paria Canyon,nat,10,NA
24,Study,Images/Schlorff/Schlorff5.jpg,Schlorff,Interleaved,Images/Context/mm/Tower_of_Pisa.jpg,Tower of Pisa,mm,10,NA
30,Study,Images/Schwartz/Schwartz4.jpg,Schwartz,Interleaved,Images/Context/nat/Lake_Tahoe.jpg,Lake Tahoe,nat,10,NA
24,Study,Images/Schlorff/Schlorff5.jpg,Schlorff,Interleaved,Images/Context/mm/Tower_of_Pisa.jpg,Tower of Pisa,mm,10,NA
30,Study,Images/Schwartz/Schwartz4.jpg,Schwartz,Interleaved,Images/Context/nat/Lake_Tahoe.jpg,Lake Tahoe,nat,10,NA
36,Study,Images/Walter/Walter5.jpg,Walter,Interleaved,Images/Context/nat/Paria_Canyon.jpg,Paria Canyon,nat,10,NA
30,Study,Images/Schwartz/Schwartz4.jpg,Schwartz,Interleaved,Images/Context/nat/Lake_Tahoe.jpg,Lake Tahoe,nat,10,NA
24,Study,Images/Schlorff/Schlorff5.jpg,Schlorff,Interleaved,Images/Context/mm/Tower_of_Pisa.jpg,Tower of Pisa,mm,10,NA
36,Study,Images/Walter/Walter5.jpg,Walter,Interleaved,Images/Context/nat/Paria_Canyon.jpg,Paria Canyon,nat,10,NA
24,Study,Images/Schlorff/Schlorff5.jpg,Schlorff,Interleaved,Images/Context/mm/Tower_of_Pisa.jpg,Tower of Pisa,mm,10,NA
36,Study,Images/Walter/Walter5.jpg,Walter,Interleaved,Images/Context/nat/Paria_Canyon.jpg,Paria Canyon,nat,10,NA
30,Study,Images/Schwartz/Schwartz4.jpg,Schwartz,Interleaved,Images/Context/nat/Lake_Tahoe.jpg,Lake Tahoe,nat,10,NA
15,Study,Images/Grossman/Grossman6.jpg,Grossman,Blocked,Images/Context/nat/Kilauea_Volcano.jpg,Kilauea Volcano,nat,11,NA
13,Study,Images/Grossman/Grossman4.jpg,Grossman,Blocked,Images/Context/mm/Louvre.jpg,Louvre,mm,11,NA
14,Study,Images/Grossman/Grossman2.jpg,Grossman,Blocked,Images/Context/mm/Taj_Mahal.jpg,Taj Mahal,mm,11,NA
13,Study,Images/Grossman/Grossman4.jpg,Grossman,Blocked,Images/Context/mm/Louvre.jpg,Louvre,mm,11,NA
15,Study,Images/Grossman/Grossman6.jpg,Grossman,Blocked,Images/Context/nat/Kilauea_Volcano.jpg,Kilauea Volcano,nat,11,NA
14,Study,Images/Grossman/Grossman2.jpg,Grossman,Blocked,Images/Context/mm/Taj_Mahal.jpg,Taj Mahal,mm,11,NA
15,Study,Images/Grossman/Grossman6.jpg,Grossman,Blocked,Images/Context/nat/Kilauea_Volcano.jpg,Kilauea Volcano,nat,11,NA
13,Study,Images/Grossman/Grossman4.jpg,Grossman,Blocked,Images/Context/mm/Louvre.jpg,Louvre,mm,11,NA
14,Study,Images/Grossman/Grossman2.jpg,Grossman,Blocked,Images/Context/mm/Taj_Mahal.jpg,Taj Mahal,mm,11,NA
15,Study,Images/Grossman/Grossman6.jpg,Grossman,Blocked,Images/Context/nat/Kilauea_Volcano.jpg,Kilauea Volcano,nat,11,NA
13,Study,Images/Grossman/Grossman4.jpg,Grossman,Blocked,Images/Context/mm/Louvre.jpg,Louvre,mm,11,NA
14,Study,Images/Grossman/Grossman2.jpg,Grossman,Blocked,Images/Context/mm/Taj_Mahal.jpg,Taj Mahal,mm,11,NA
13,Study,Images/Grossman/Grossman4.jpg,Grossman,Blocked,Images/Context/mm/Louvre.jpg,Louvre,mm,11,NA
14,Study,Images/Grossman/Grossman2.jpg,Grossman,Blocked,Images/Context/mm/Taj_Mahal.jpg,Taj Mahal,mm,11,NA
15,Study,Images/Grossman/Grossman6.jpg,Grossman,Blocked,Images/Context/nat/Kilauea_Volcano.jpg,Kilauea Volcano,nat,11,NA
17,Study,Images/Grossman/Grossman3.jpg,Grossman,Blocked,Images/Context/nat/Red_Beach.jpg,Red Beach,nat,12,NA
16,Study,Images/Grossman/Grossman1.jpg,Grossman,Blocked,Images/Context/nat/Death_Valley.jpg,Death Valley,nat,12,NA
18,Study,Images/Grossman/Grossman5.jpg,Grossman,Blocked,Images/Context/mm/Pentagon.jpg,Pentagon,mm,12,NA
17,Study,Images/Grossman/Grossman3.jpg,Grossman,Blocked,Images/Context/nat/Red_Beach.jpg,Red Beach,nat,12,NA
18,Study,Images/Grossman/Grossman5.jpg,Grossman,Blocked,Images/Context/mm/Pentagon.jpg,Pentagon,mm,12,NA
16,Study,Images/Grossman/Grossman1.jpg,Grossman,Blocked,Images/Context/nat/Death_Valley.jpg,Death Valley,nat,12,NA
17,Study,Images/Grossman/Grossman3.jpg,Grossman,Blocked,Images/Context/nat/Red_Beach.jpg,Red Beach,nat,12,NA
16,Study,Images/Grossman/Grossman1.jpg,Grossman,Blocked,Images/Context/nat/Death_Valley.jpg,Death Valley,nat,12,NA
18,Study,Images/Grossman/Grossman5.jpg,Grossman,Blocked,Images/Context/mm/Pentagon.jpg,Pentagon,mm,12,NA
17,Study,Images/Grossman/Grossman3.jpg,Grossman,Blocked,Images/Context/nat/Red_Beach.jpg,Red Beach,nat,12,NA
18,Study,Images/Grossman/Grossman5.jpg,Grossman,Blocked,Images/Context/mm/Pentagon.jpg,Pentagon,mm,12,NA
16,Study,Images/Grossman/Grossman1.jpg,Grossman,Blocked,Images/Context/nat/Death_Valley.jpg,Death Valley,nat,12,NA
18,Study,Images/Grossman/Grossman5.jpg,Grossman,Blocked,Images/Context/mm/Pentagon.jpg,Pentagon,mm,12,NA
16,Study,Images/Grossman/Grossman1.jpg,Grossman,Blocked,Images/Context/nat/Death_Valley.jpg,Death Valley,nat,12,NA
17,Study,Images/Grossman/Grossman3.jpg,Grossman,Blocked,Images/Context/nat/Red_Beach.jpg,Red Beach,nat,12,NA
4,instruct,NA,NA,NA,NA,NA,NA,NA,D1G
1,GenTest,Images/Grossman/Grossman11.jpg,Grossman,Blocked,NA,NA,NA,1,NA
13,GenTest,Images/Lindenberg/Lindenberg16.jpg,Lindenberg,Blocked,NA,NA,NA,1,NA
37,GenTest,Images/Schlorff/Schlorff17.jpg,Schlorff,Interleaved,NA,NA,NA,1,NA
25,GenTest,Images/McKinley/McKinley17.jpg,McKinley,Blocked,NA,NA,NA,1,NA
61,GenTest,Images/Walter/Walter9.jpg,Walter,Interleaved,NA,NA,NA,1,NA
49,GenTest,Images/Schwartz/Schwartz16.jpg,Schwartz,Interleaved,NA,NA,NA,1,NA
38,GenTest,Images/Schlorff/Schlorff8.jpg,Schlorff,Interleaved,NA,NA,NA,2,NA
50,GenTest,Images/Schwartz/Schwartz10.jpg,Schwartz,Interleaved,NA,NA,NA,2,NA
2,GenTest,Images/Grossman/Grossman12.jpg,Grossman,Blocked,NA,NA,NA,2,NA
62,GenTest,Images/Walter/Walter8.jpg,Walter,Interleaved,NA,NA,NA,2,NA
26,GenTest,Images/McKinley/McKinley15.jpg,McKinley,Blocked,NA,NA,NA,2,NA
14,GenTest,Images/Lindenberg/Lindenberg14.jpg,Lindenberg,Blocked,NA,NA,NA,2,NA
27,GenTest,Images/McKinley/McKinley8.jpg,McKinley,Blocked,NA,NA,NA,3,NA
3,GenTest,Images/Grossman/Grossman8.jpg,Grossman,Blocked,NA,NA,NA,3,NA
39,GenTest,Images/Schlorff/Schlorff16.jpg,Schlorff,Interleaved,NA,NA,NA,3,NA
15,GenTest,Images/Lindenberg/Lindenberg7.jpg,Lindenberg,Blocked,NA,NA,NA,3,NA
63,GenTest,Images/Walter/Walter13.jpg,Walter,Interleaved,NA,NA,NA,3,NA
51,GenTest,Images/Schwartz/Schwartz17.jpg,Schwartz,Interleaved,NA,NA,NA,3,NA
4,GenTest,Images/Grossman/Grossman16.jpg,Grossman,Blocked,NA,NA,NA,4,NA
52,GenTest,Images/Schwartz/Schwartz13.jpg,Schwartz,Interleaved,NA,NA,NA,4,NA
16,GenTest,Images/Lindenberg/Lindenberg12.jpg,Lindenberg,Blocked,NA,NA,NA,4,NA
28,GenTest,Images/McKinley/McKinley9.jpg,McKinley,Blocked,NA,NA,NA,4,NA
40,GenTest,Images/Schlorff/Schlorff13.jpg,Schlorff,Interleaved,NA,NA,NA,4,NA
64,GenTest,Images/Walter/Walter15.jpg,Walter,Interleaved,NA,NA,NA,4,NA
17,GenTest,Images/Lindenberg/Lindenberg10.jpg,Lindenberg,Blocked,NA,NA,NA,5,NA
65,GenTest,Images/Walter/Walter14.jpg,Walter,Interleaved,NA,NA,NA,5,NA
5,GenTest,Images/Grossman/Grossman14.jpg,Grossman,Blocked,NA,NA,NA,5,NA
53,GenTest,Images/Schwartz/Schwartz18.jpg,Schwartz,Interleaved,NA,NA,NA,5,NA
41,GenTest,Images/Schlorff/Schlorff11.jpg,Schlorff,Interleaved,NA,NA,NA,5,NA
29,GenTest,Images/McKinley/McKinley7.jpg,McKinley,Blocked,NA,NA,NA,5,NA
54,GenTest,Images/Schwartz/Schwartz15.jpg,Schwartz,Interleaved,NA,NA,NA,6,NA
42,GenTest,Images/Schlorff/Schlorff18.jpg,Schlorff,Interleaved,NA,NA,NA,6,NA
30,GenTest,Images/McKinley/McKinley14.jpg,McKinley,Blocked,NA,NA,NA,6,NA
6,GenTest,Images/Grossman/Grossman18.jpg,Grossman,Blocked,NA,NA,NA,6,NA
66,GenTest,Images/Walter/Walter11.jpg,Walter,Interleaved,NA,NA,NA,6,NA
18,GenTest,Images/Lindenberg/Lindenberg11.jpg,Lindenberg,Blocked,NA,NA,NA,6,NA
5,instruct,NA,NA,NA,NA,NA,NA,NA,D1R
7,RecTest,Images/McKinley/McKinley4.jpg,McKinley,Blocked,Images/Context/mm/Washington_Monument.jpg,Washington Monument,mm,NA,NA
23,RecTest,Images/Schlorff/Schlorff2.jpg,Schlorff,Interleaved,Images/Context/nat/Bryce_Canyon.jpg,Bryce Canyon,nat,NA,NA
13,RecTest,Images/Grossman/Grossman4.jpg,Grossman,Blocked,Images/Context/mm/Louvre.jpg,Louvre,mm,NA,NA
27,RecTest,Images/Schwartz/Schwartz5.jpg,Schwartz,Interleaved,Images/Context/nat/Angel's_Landing.jpg,Angel's Landing,nat,NA,NA
29,RecTest,Images/Schwartz/Schwartz2.jpg,Schwartz,Interleaved,Images/Context/mm/Forbidden_City.jpg,Forbidden City,mm,NA,NA
9,RecTest,Images/McKinley/McKinley2.jpg,McKinley,Blocked,Images/Context/mm/Atomium.jpg,Atomium,mm,NA,NA
33,RecTest,Images/Walter/Walter1.jpg,Walter,Interleaved,Images/Context/mm/Sydney_Opera_House.jpg,Sydney Opera House,mm,NA,NA
